record_key,N,family,branch_key,internal_model_code,public_model_code,FDTD_ready,FDTD_status,source_model_json,source_model_curve,website_model_json,website_model_curve,model_json_staged_or_available,model_curve_staged_or_available,curve_status,issue
Ag_Ag_Ciesielski-Ni,4,CP,CP,CP_M4_A,CP_M4,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ciesielski-Ni\CP_M4.json,,data/models/Ag_Ag_Ciesielski-Ni/CP_M4_A.json,data/model_curves/Ag_Ag_Ciesielski-Ni/CP_M4_A.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ciesielski-Ni,4,SemiCP,SCP,CP_M4_B,CP_M4,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ciesielski-Ni\SCP_M4.json,,data/models/Ag_Ag_Ciesielski-Ni/CP_M4_B.json,data/model_curves/Ag_Ag_Ciesielski-Ni/CP_M4_B.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ciesielski-Ni,5,RP,RP,RP_M5,RP_M5,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Ag_Ag_Ciesielski-Ni,5,CP,CP,CP_M5_A,CP_M5,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ciesielski-Ni\CP_M5.json,,data/models/Ag_Ag_Ciesielski-Ni/CP_M5_A.json,data/model_curves/Ag_Ag_Ciesielski-Ni/CP_M5_A.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ciesielski-Ni,5,SemiCP,SCP,CP_M5_B,CP_M5,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ciesielski-Ni\SCP_M5.json,,data/models/Ag_Ag_Ciesielski-Ni/CP_M5_B.json,data/model_curves/Ag_Ag_Ciesielski-Ni/CP_M5_B.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-298K,1,RP,RP,RP_M1,RP_M1,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-298K\RP_M1.json,,data/models/Ag_Ag_Ferrera-298K/RP_M1.json,data/model_curves/Ag_Ag_Ferrera-298K/RP_M1.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-298K,1,CP,CP,CP_M1_A,CP_M1,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-298K\CP_M1.json,,data/models/Ag_Ag_Ferrera-298K/CP_M1_A.json,data/model_curves/Ag_Ag_Ferrera-298K/CP_M1_A.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-298K,1,SemiCP,SCP,CP_M1_B,CP_M1,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-298K\SCP_M1.json,,data/models/Ag_Ag_Ferrera-298K/CP_M1_B.json,data/model_curves/Ag_Ag_Ferrera-298K/CP_M1_B.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-298K,2,RP,RP,RP_M2,RP_M2,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-298K\RP_M2.json,,data/models/Ag_Ag_Ferrera-298K/RP_M2.json,data/model_curves/Ag_Ag_Ferrera-298K/RP_M2.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-298K,2,CP,CP,CP_M2_A,CP_M2,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-298K\CP_M2.json,,data/models/Ag_Ag_Ferrera-298K/CP_M2_A.json,data/model_curves/Ag_Ag_Ferrera-298K/CP_M2_A.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-298K,2,SemiCP,SCP,CP_M2_B,CP_M2,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-298K\SCP_M2.json,,data/models/Ag_Ag_Ferrera-298K/CP_M2_B.json,data/model_curves/Ag_Ag_Ferrera-298K/CP_M2_B.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-298K,3,RP,RP,RP_M3,RP_M3,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Ag_Ag_Ferrera-298K,3,CP,CP,CP_M3_A,CP_M3,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-298K\CP_M3.json,,data/models/Ag_Ag_Ferrera-298K/CP_M3_A.json,data/model_curves/Ag_Ag_Ferrera-298K/CP_M3_A.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-298K,3,SemiCP,SCP,CP_M3_B,CP_M3,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-298K\SCP_M3.json,,data/models/Ag_Ag_Ferrera-298K/CP_M3_B.json,data/model_curves/Ag_Ag_Ferrera-298K/CP_M3_B.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-298K,4,RP,RP,RP_M4,RP_M4,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Ag_Ag_Ferrera-298K,4,CP,CP,CP_M4_A,CP_M4,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-298K\CP_M4.json,,data/models/Ag_Ag_Ferrera-298K/CP_M4_A.json,data/model_curves/Ag_Ag_Ferrera-298K/CP_M4_A.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-298K,4,SemiCP,SCP,CP_M4_B,CP_M4,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-298K\SCP_M4.json,,data/models/Ag_Ag_Ferrera-298K/CP_M4_B.json,data/model_curves/Ag_Ag_Ferrera-298K/CP_M4_B.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-298K,5,RP,RP,RP_M5,RP_M5,True,SELECTED_FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-298K\RP_M5.json,,data/models/Ag_Ag_Ferrera-298K/RP_M5.json,data/model_curves/Ag_Ag_Ferrera-298K/RP_M5.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-298K,5,CP,CP,CP_M5_A,CP_M5,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-298K\CP_M5.json,,data/models/Ag_Ag_Ferrera-298K/CP_M5_A.json,data/model_curves/Ag_Ag_Ferrera-298K/CP_M5_A.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-298K,5,SemiCP,SCP,CP_M5_B,CP_M5,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-298K\SCP_M5.json,,data/models/Ag_Ag_Ferrera-298K/CP_M5_B.json,data/model_curves/Ag_Ag_Ferrera-298K/CP_M5_B.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-404K,1,RP,RP,RP_M1,RP_M1,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Ag_Ag_Ferrera-404K,1,CP,CP,CP_M1_A,CP_M1,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-404K\CP_M1.json,,data/models/Ag_Ag_Ferrera-404K/CP_M1_A.json,data/model_curves/Ag_Ag_Ferrera-404K/CP_M1_A.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-404K,1,SemiCP,SCP,CP_M1_B,CP_M1,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-404K\SCP_M1.json,,data/models/Ag_Ag_Ferrera-404K/CP_M1_B.json,data/model_curves/Ag_Ag_Ferrera-404K/CP_M1_B.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-404K,2,RP,RP,RP_M2,RP_M2,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Ag_Ag_Ferrera-404K,2,CP,CP,CP_M2_A,CP_M2,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-404K\CP_M2.json,,data/models/Ag_Ag_Ferrera-404K/CP_M2_A.json,data/model_curves/Ag_Ag_Ferrera-404K/CP_M2_A.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-404K,2,SemiCP,SCP,CP_M2_B,CP_M2,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-404K\SCP_M2.json,,data/models/Ag_Ag_Ferrera-404K/CP_M2_B.json,data/model_curves/Ag_Ag_Ferrera-404K/CP_M2_B.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-404K,3,RP,RP,RP_M3,RP_M3,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Ag_Ag_Ferrera-404K,3,CP,CP,CP_M3_A,CP_M3,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-404K\CP_M3.json,,data/models/Ag_Ag_Ferrera-404K/CP_M3_A.json,data/model_curves/Ag_Ag_Ferrera-404K/CP_M3_A.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-404K,3,SemiCP,SCP,CP_M3_B,CP_M3,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-404K\SCP_M3.json,,data/models/Ag_Ag_Ferrera-404K/CP_M3_B.json,data/model_curves/Ag_Ag_Ferrera-404K/CP_M3_B.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-404K,4,RP,RP,RP_M4,RP_M4,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Ag_Ag_Ferrera-404K,4,CP,CP,CP_M4_A,CP_M4,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-404K\CP_M4.json,,data/models/Ag_Ag_Ferrera-404K/CP_M4_A.json,data/model_curves/Ag_Ag_Ferrera-404K/CP_M4_A.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-404K,4,SemiCP,SCP,CP_M4_B,CP_M4,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-404K\SCP_M4.json,,data/models/Ag_Ag_Ferrera-404K/CP_M4_B.json,data/model_curves/Ag_Ag_Ferrera-404K/CP_M4_B.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-404K,5,RP,RP,RP_M5,RP_M5,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Ag_Ag_Ferrera-404K,5,CP,CP,CP_M5_A,CP_M5,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-404K\CP_M5.json,,data/models/Ag_Ag_Ferrera-404K/CP_M5_A.json,data/model_curves/Ag_Ag_Ferrera-404K/CP_M5_A.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-404K,5,SemiCP,SCP,CP_M5_B,CP_M5,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-404K\SCP_M5.json,,data/models/Ag_Ag_Ferrera-404K/CP_M5_B.json,data/model_curves/Ag_Ag_Ferrera-404K/CP_M5_B.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-501K,1,RP,RP,RP_M1,RP_M1,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Ag_Ag_Ferrera-501K,1,CP,CP,CP_M1_A,CP_M1,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-501K\CP_M1.json,,data/models/Ag_Ag_Ferrera-501K/CP_M1_A.json,data/model_curves/Ag_Ag_Ferrera-501K/CP_M1_A.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-501K,1,SemiCP,SCP,CP_M1_B,CP_M1,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-501K\SCP_M1.json,,data/models/Ag_Ag_Ferrera-501K/CP_M1_B.json,data/model_curves/Ag_Ag_Ferrera-501K/CP_M1_B.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-501K,2,RP,RP,RP_M2,RP_M2,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Ag_Ag_Ferrera-501K,2,CP,CP,CP_M2_A,CP_M2,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-501K\CP_M2.json,,data/models/Ag_Ag_Ferrera-501K/CP_M2_A.json,data/model_curves/Ag_Ag_Ferrera-501K/CP_M2_A.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-501K,2,SemiCP,SCP,CP_M2_B,CP_M2,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-501K\SCP_M2.json,,data/models/Ag_Ag_Ferrera-501K/CP_M2_B.json,data/model_curves/Ag_Ag_Ferrera-501K/CP_M2_B.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-501K,3,RP,RP,RP_M3,RP_M3,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Ag_Ag_Ferrera-501K,3,CP,CP,CP_M3_A,CP_M3,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-501K\CP_M3.json,,data/models/Ag_Ag_Ferrera-501K/CP_M3_A.json,data/model_curves/Ag_Ag_Ferrera-501K/CP_M3_A.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-501K,3,SemiCP,SCP,CP_M3_B,CP_M3,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-501K\SCP_M3.json,,data/models/Ag_Ag_Ferrera-501K/CP_M3_B.json,data/model_curves/Ag_Ag_Ferrera-501K/CP_M3_B.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-501K,4,RP,RP,RP_M4,RP_M4,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Ag_Ag_Ferrera-501K,4,CP,CP,CP_M4_A,CP_M4,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-501K\CP_M4.json,,data/models/Ag_Ag_Ferrera-501K/CP_M4_A.json,data/model_curves/Ag_Ag_Ferrera-501K/CP_M4_A.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-501K,4,SemiCP,SCP,CP_M4_B,CP_M4,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-501K\SCP_M4.json,,data/models/Ag_Ag_Ferrera-501K/CP_M4_B.json,data/model_curves/Ag_Ag_Ferrera-501K/CP_M4_B.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-501K,5,RP,RP,RP_M5,RP_M5,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Ag_Ag_Ferrera-501K,5,CP,CP,CP_M5_A,CP_M5,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-501K\CP_M5.json,,data/models/Ag_Ag_Ferrera-501K/CP_M5_A.json,data/model_curves/Ag_Ag_Ferrera-501K/CP_M5_A.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-501K,5,SemiCP,SCP,CP_M5_B,CP_M5,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-501K\SCP_M5.json,,data/models/Ag_Ag_Ferrera-501K/CP_M5_B.json,data/model_curves/Ag_Ag_Ferrera-501K/CP_M5_B.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-600K,1,RP,RP,RP_M1,RP_M1,True,NOT_FDTD_READY_G_UNSTABLE,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\source_all_json\Ag_Ag_Ferrera-600K\rp_selected_tidy3d_pole_residue.json,,data/models/Ag_Ag_Ferrera-600K/RP_M1.json,data/model_curves/Ag_Ag_Ferrera-600K/RP_M1.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-600K,1,CP,CP,CP_M1_A,CP_M1,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-600K\CP_M1.json,,data/models/Ag_Ag_Ferrera-600K/CP_M1_A.json,data/model_curves/Ag_Ag_Ferrera-600K/CP_M1_A.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-600K,1,SemiCP,SCP,CP_M1_B,CP_M1,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-600K\SCP_M1.json,,data/models/Ag_Ag_Ferrera-600K/CP_M1_B.json,data/model_curves/Ag_Ag_Ferrera-600K/CP_M1_B.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-600K,2,RP,RP,RP_M2,RP_M2,False,NOT_FDTD_READY_G_UNSTABLE,,,,,False,False,not_attempted,
Ag_Ag_Ferrera-600K,2,CP,CP,CP_M2_A,CP_M2,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-600K\CP_M2.json,,data/models/Ag_Ag_Ferrera-600K/CP_M2_A.json,data/model_curves/Ag_Ag_Ferrera-600K/CP_M2_A.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-600K,2,SemiCP,SCP,CP_M2_B,CP_M2,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-600K\SCP_M2.json,,data/models/Ag_Ag_Ferrera-600K/CP_M2_B.json,data/model_curves/Ag_Ag_Ferrera-600K/CP_M2_B.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-600K,3,RP,RP,RP_M3,RP_M3,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-600K\RP_M3.json,,data/models/Ag_Ag_Ferrera-600K/RP_M3.json,data/model_curves/Ag_Ag_Ferrera-600K/RP_M3.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-600K,3,CP,CP,CP_M3_A,CP_M3,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-600K\CP_M3.json,,data/models/Ag_Ag_Ferrera-600K/CP_M3_A.json,data/model_curves/Ag_Ag_Ferrera-600K/CP_M3_A.json,True,True,generated_from_model_json_and_fitting_grid,
Ag_Ag_Ferrera-600K,3,SemiCP,SCP,CP_M3_B,CP_M3,True,FDTD_READY,D:\02_Academic_Research\11_Ultra_Boardband_CP_Fitting\08_Refractive_index_No_sigma_V2\N1_N5_RP_CP\Data_range_300_1100\00_FINAL_RP_CP_JSON_EXP_AND_SUMMARY\stable_model_json_by_N\Ag_Ag_Ferrera-600K\SCP_M3.json,,data/models/Ag_Ag_Ferrera-600K/CP_M3_B.json,data/model_curves/Ag_Ag_Ferrera-600K/CP_M3_B.json,True,True,generated_from_model_json_and_fitting_grid,
